"17-05-2024 08:00:00",13310,18.27,0.52,0.71,2.19
"17-05-2024 08:10:00",13311,19.25,0.51,0.71,2.19
"17-05-2024 08:20:00",13312,18.31,0.52,0.68,2.04
"17-05-2024 08:30:00",13313,17.43,0.52,0.65,2.11
"17-05-2024 08:40:00",13314,16.22,0.51,0.64,2.30
"17-05-2024 08:50:00",13315,17.10,0.53,0.65,2.08
"17-05-2024 09:00:00",13316,15.87,0.54,0.67,2.07
"17-05-2024 09:10:00",13317,14.93,0.54,0.64,1.97
"17-05-2024 09:20:00",13318,14.40,0.54,0.65,1.92
"17-05-2024 09:30:00",13319,13.21,0.53,0.66,2.08
"17-05-2024 09:40:00",13320,12.88,0.53,0.66,1.88
"17-05-2024 09:50:00",13321,13.20,0.53,0.68,1.81
"17-05-2024 10:00:00",13322,13.82,0.54,0.71,1.77
"17-05-2024 10:10:00",13323,13.59,0.55,0.74,1.64
"17-05-2024 10:20:00",13324,14.65,0.55,0.77,1.58
"17-05-2024 10:30:00",13325,14.62,0.52,0.74,1.46
"17-05-2024 10:40:00",13326,15.43,0.50,0.73,1.36
"17-05-2024 10:50:00",13327,14.15,0.52,0.75,1.38
"17-05-2024 11:00:00",13328,14.91,0.51,0.78,1.27
"17-05-2024 11:10:00",13329,16.17,0.50,0.78,1.36
"17-05-2024 11:20:00",13330,15.19,0.51,0.77,1.47
"17-05-2024 11:30:00",13331,15.97,0.50,0.76,1.50
"17-05-2024 11:40:00",13332,14.68,0.51,0.79,1.46
"17-05-2024 11:50:00",13333,13.62,0.49,0.78,1.34
"17-05-2024 12:00:00",13334,13.61,0.50,0.79,1.21
"17-05-2024 12:10:00",13335,14.88,0.48,0.77,1.26
"17-05-2024 12:20:00",13336,16.19,0.50,0.74,1.36
"17-05-2024 12:30:00",13337,16.47,0.52,0.76,1.31
"17-05-2024 12:40:00",13338,14.96,0.52,0.77,1.24
"17-05-2024 12:50:00",13339,16.11,0.51,0.77,1.14
"17-05-2024 13:00:00",13340,16.22,0.51,0.73,1.19
"17-05-2024 13:10:00",13341,17.50,0.49,0.74,1.09
"17-05-2024 13:20:00",13342,16.48,0.48,0.75,1.16
"17-05-2024 13:30:00",13343,16.40,0.46,0.73,1.20
"17-05-2024 13:40:00",13344,15.48,0.44,0.74,1.12
"17-05-2024 13:50:00",13345,14.78,0.46,0.75,1.16
"17-05-2024 14:00:00",13346,16.25,0.45,0.77,1.20
"17-05-2024 14:10:00",13347,16.88,0.43,0.75,1.19
"17-05-2024 14:20:00",13348,16.80,0.45,0.75,1.18
"17-05-2024 14:30:00",13349,17.94,0.46,0.71,1.21
"17-05-2024 14:40:00",13350,19.05,0.45,0.68,1.11
"17-05-2024 14:50:00",13351,17.29,0.45,0.66,1.08
"17-05-2024 15:00:00",13352,16.09,0.46,0.65,1.14
"17-05-2024 15:10:00",13353,16.12,0.46,0.68,1.06
"17-05-2024 15:20:00",13354,17.47,0.45,0.70,1.01
"17-05-2024 15:30:00",13355,16.67,0.46,0.68,0.99
"17-05-2024 15:40:00",13356,18.19,0.45,0.71,1.09
"17-05-2024 15:50:00",13357,18.16,0.43,0.70,1.00
"17-05-2024 16:00:00",13358,18.80,0.41,0.68,0.91
"17-05-2024 16:10:00",13359,18.93,0.43,0.68,0.86
"17-05-2024 16:20:00",13360,17.26,0.41,0.69,0.93
"17-05-2024 16:30:00",13361,15.99,0.40,0.70,0.95
"17-05-2024 16:40:00",13362,16.05,0.41,0.72,1.04
"17-05-2024 16:50:00",13363,16.59,0.42,0.70,1.13
"17-05-2024 17:00:00",13364,15.22,0.44,0.72,1.02
"17-05-2024 17:10:00",13365,16.09,0.43,0.74,1.03
"17-05-2024 17:20:00",13366,14.99,0.42,0.72,1.12
"17-05-2024 17:30:00",13367,15.43,0.43,0.69,1.20
"17-05-2024 17:40:00",13368,16.55,0.45,0.67,1.12
"17-05-2024 17:50:00",13369,17.15,0.47,0.66,1.20
"17-05-2024 18:00:00",13370,16.39,0.45,0.63,1.27
"17-05-2024 18:10:00",13371,16.78,0.47,0.60,1.30
"17-05-2024 18:20:00",13372,16.10,0.46,0.61,1.32
"17-05-2024 18:30:00",13373,16.44,0.46,0.63,1.28
"17-05-2024 18:40:00",13374,17.31,0.48,0.61,1.40
"17-05-2024 18:50:00",13375,16.94,0.48,0.61,1.30
"17-05-2024 19:00:00",13376,17.23,0.50,0.60,1.28
"17-05-2024 19:10:00",13377,16.35,0.50,0.60,1.23
"17-05-2024 19:20:00",13378,17.80,0.52,0.57,1.28
"17-05-2024 19:30:00",13379,16.76,0.53,0.58,1.31
"17-05-2024 19:40:00",13380,16.35,0.53,0.58,1.41
"17-05-2024 19:50:00",13381,16.73,0.52,0.58,1.29
"17-05-2024 20:00:00",13382,16.53,0.54,0.58,1.25
"17-05-2024 20:10:00",13383,16.79,0.52,0.55,1.32
"17-05-2024 20:20:00",13384,16.33,0.51,0.57,1.30
"17-05-2024 20:30:00",13385,15.22,0.51,0.60,1.24
"17-05-2024 20:40:00",13386,14.67,0.52,0.61,1.36
"17-05-2024 20:50:00",13387,13.80,0.53,0.60,1.39
"17-05-2024 21:00:00",13388,15.02,0.53,0.58,1.38
"17-05-2024 21:10:00",13389,16.04,0.50,0.59,1.39
"17-05-2024 21:20:00",13390,17.49,0.48,0.60,1.33
"17-05-2024 21:30:00",13391,17.57,0.49,0.62,1.20
"17-05-2024 21:40:00",13392,17.27,0.47,0.60,1.15
"17-05-2024 21:50:00",13393,16.02,0.47,0.60,1.16
"17-05-2024 22:00:00",13394,17.26,0.48,0.58,1.25
"17-05-2024 22:10:00",13395,17.19,0.49,0.58,1.30
"17-05-2024 22:20:00",13396,16.44,0.49,0.59,1.39
"17-05-2024 22:30:00",13397,17.14,0.48,0.59,1.51
"17-05-2024 22:40:00",13398,15.43,0.46,0.61,1.48
"17-05-2024 22:50:00",13399,14.00,0.46,0.61,1.51
"17-05-2024 23:00:00",13400,14.23,0.48,0.61,1.65
"17-05-2024 23:10:00",13401,12.88,0.48,0.58,1.62
"17-05-2024 23:20:00",13402,13.05,0.47,0.56,1.77
"17-05-2024 23:30:00",13403,11.93,0.45,0.58,1.75
"17-05-2024 23:40:00",13404,11.82,0.44,0.57,1.75
"17-05-2024 23:50:00",13405,12.09,0.45,0.59,1.72
"18-05-2024 00:00:00",13406,13.02,0.43,0.57,1.59
"18-05-2024 00:10:00",13407,11.88,0.44,0.59,1.74
"18-05-2024 00:20:00",13408,11.82,0.44,0.62,1.82
"18-05-2024 00:30:00",13409,11.32,0.44,0.65,1.72
"18-05-2024 00:40:00",13410,10.28,0.43,0.67,1.80
"18-05-2024 00:50:00",13411,9.79,0.42,0.64,1.72
"18-05-2024 01:00:00",13412,10.72,0.43,0.61,1.69
"18-05-2024 01:10:00",13413,11.70,0.45,0.59,1.53
"18-05-2024 01:20:00",13414,11.67,0.46,0.59,1.64
"18-05-2024 01:30:00",13415,12.44,0.46,0.61,1.53
"18-05-2024 01:40:00",13416,11.62,0.44,0.59,1.57
"18-05-2024 01:50:00",13417,10.52,0.42,0.59,1.49
"18-05-2024 02:00:00",13418,10.89,0.43,0.56,1.47
"18-05-2024 02:10:00",13419,11.66,0.45,0.55,1.50
"18-05-2024 02:20:00",13420,11.73,0.45,0.57,1.38
"18-05-2024 02:30:00",13421,11.22,0.43,0.55,1.46
"18-05-2024 02:40:00",13422,10.71,0.42,0.55,1.57
"18-05-2024 02:50:00",13423,11.52,0.41,0.54,1.56
"18-05-2024 03:00:00",13424,11.57,0.40,0.55,1.71
"18-05-2024 03:10:00",13425,11.39,0.39,0.54,1.78
"18-05-2024 03:20:00",13426,12.13,0.40,0.56,1.70
"18-05-2024 03:30:00",13427,12.34,0.38,0.56,1.77
"18-05-2024 03:40:00",13428,13.53,0.39,0.55,1.84
"18-05-2024 03:50:00",13429,14.35,0.38,0.55,1.92
"18-05-2024 04:00:00",13430,14.85,0.36,0.54,2.07
"18-05-2024 04:10:00",13431,14.58,0.38,0.51,1.96
"18-05-2024 04:20:00",13432,14.24,0.37,0.53,2.10
"18-05-2024 04:30:00",13433,13.17,0.37,0.55,1.94
"18-05-2024 04:40:00",13434,12.76,0.39,0.57,1.84
"18-05-2024 04:50:00",13435,13.04,0.39,0.56,1.70
"18-05-2024 05:00:00",13436,14.04,0.40,0.57,1.73
"18-05-2024 05:10:00",13437,14.49,0.38,0.59,1.80
"18-05-2024 05:20:00",13438,13.15,0.38,0.58,1.92
"18-05-2024 05:30:00",13439,13.20,0.40,0.61,1.94
"18-05-2024 05:40:00",13440,13.12,0.40,0.59,1.84
"18-05-2024 05:50:00",13441,13.00,0.39,0.58,1.71
"18-05-2024 06:00:00",13442,12.25,0.40,0.61,1.79
"18-05-2024 06:10:00",13443,12.55,0.40,0.63,1.90
"18-05-2024 06:20:00",13444,11.92,0.42,0.65,2.00
"18-05-2024 06:30:00",13445,11.12,0.40,0.64,1.92
"18-05-2024 06:40:00",13446,11.91,0.41,0.66,1.90
"18-05-2024 06:50:00",13447,12.24,0.41,0.66,1.82
"18-05-2024 07:00:00",13448,11.65,0.40,0.64,1.82
"18-05-2024 07:10:00",13449,12.51,0.41,0.61,1.73
"18-05-2024 07:20:00",13450,13.65,0.40,0.60,1.89
"18-05-2024 07:30:00",13451,12.50,0.41,0.63,1.80
"18-05-2024 07:40:00",13452,11.48,0.42,0.64,1.94
"18-05-2024 07:50:00",13453,10.87,0.42,0.65,2.04
"18-05-2024 08:00:00",13454,11.95,0.42,0.68,1.95
"18-05-2024 08:10:00",13455,10.94,0.41,0.65,1.92
"18-05-2024 08:20:00",13456,10.68,0.41,0.62,2.09
"18-05-2024 08:30:00",13457,10.88,0.40,0.65,2.21
"18-05-2024 08:40:00",13458,11.21,0.41,0.66,2.15
"18-05-2024 08:50:00",13459,11.68,0.40,0.67,2.10
"18-05-2024 09:00:00",13460,10.88,0.40,0.69,2.12
"18-05-2024 09:10:00",13461,11.92,0.42,0.71,2.13
"18-05-2024 09:20:00",13462,12.00,0.41,0.72,2.32
"18-05-2024 09:30:00",13463,12.94,0.43,0.72,2.36
"18-05-2024 09:40:00",13464,13.14,0.43,0.75,2.32
"18-05-2024 09:50:00",13465,12.93,0.43,0.77,2.30
"18-05-2024 10:00:00",13466,13.73,0.42,0.78,2.42
"18-05-2024 10:10:00",13467,14.08,0.44,0.79,2.50
"18-05-2024 10:20:00",13468,15.29,0.43,0.76,2.33
"18-05-2024 10:30:00",13469,16.05,0.43,0.74,2.49
"18-05-2024 10:40:00",13470,15.23,0.43,0.76,2.31
"18-05-2024 10:50:00",13471,16.39,0.45,0.77,2.43
"18-05-2024 11:00:00",13472,15.64,0.44,0.78,2.62
"18-05-2024 11:10:00",13473,15.73,0.44,0.79,2.44
"18-05-2024 11:20:00",13474,15.68,0.46,0.75,2.59
"18-05-2024 11:30:00",13475,16.85,0.48,0.75,2.53
"18-05-2024 11:40:00",13476,16.53,0.49,0.72,2.33
"18-05-2024 11:50:00",13477,15.80,0.51,0.70,2.48
"18-05-2024 12:00:00",13478,15.57,0.50,0.73,2.27
"18-05-2024 12:10:00",13479,14.36,0.48,0.76,2.17
"18-05-2024 12:20:00",13480,15.48,0.48,0.76,2.36
"18-05-2024 12:30:00",13481,14.34,0.48,0.73,2.29
"18-05-2024 12:40:00",13482,13.42,0.47,0.72,2.38
"18-05-2024 12:50:00",13483,13.95,0.45,0.74,2.55
"18-05-2024 13:00:00",13484,12.77,0.47,0.71,2.73
"18-05-2024 13:10:00",13485,11.87,0.47,0.72,2.46
"18-05-2024 13:20:00",13486,11.22,0.47,0.74,2.40
"18-05-2024 13:30:00",13487,11.05,0.47,0.77,2.56
"18-05-2024 13:40:00",13488,11.32,0.49,0.78,2.46
"18-05-2024 13:50:00",13489,12.13,0.48,0.80,2.24
"18-05-2024 14:00:00",13490,13.22,0.49,0.78,2.42
"18-05-2024 14:10:00",13491,13.24,0.49,0.81,2.66
"18-05-2024 14:20:00",13492,13.99,0.47,0.78,2.90
"18-05-2024 14:30:00",13493,15.29,0.47,0.76,2.94
"18-05-2024 14:40:00",13494,14.89,0.45,0.75,2.70
"18-05-2024 14:50:00",13495,15.40,0.44,0.79,2.83
"18-05-2024 15:00:00",13496,16.42,0.42,0.81,2.66
"18-05-2024 15:10:00",13497,16.50,0.42,0.83,2.65
"18-05-2024 15:20:00",13498,16.93,0.42,0.79,2.88
"18-05-2024 15:30:00",13499,18.25,0.43,0.80,2.82
"18-05-2024 15:40:00",13500,18.08,0.42,0.77,2.59
"18-05-2024 15:50:00",13501,19.28,0.43,0.79,2.60
"18-05-2024 16:00:00",13502,19.45,0.45,0.77,2.75
"18-05-2024 16:10:00",13503,17.68,0.47,0.74,2.48
"18-05-2024 16:20:00",13504,18.12,0.48,0.73,2.50
"18-05-2024 16:30:00",13505,16.83,0.46,0.74,2.50
"18-05-2024 16:40:00",13506,17.77,0.48,0.70,2.36
"18-05-2024 16:50:00",13507,19.20,0.47,0.73,2.50
"18-05-2024 17:00:00",13508,20.19,0.45,0.73,2.55
"18-05-2024 17:10:00",13509,21.73,0.44,0.72,2.38
"18-05-2024 17:20:00",13510,23.39,0.43,0.75,2.55
"18-05-2024 17:30:00",13511,24.87,0.43,0.78,2.72
"18-05-2024 17:40:00",13512,23.03,0.44,0.81,2.62
"18-05-2024 17:50:00",13513,20.75,0.45,0.81,2.45
"18-05-2024 18:00:00",13514,18.75,0.47,0.81,2.65
"18-05-2024 18:10:00",13515,19.64,0.48,0.83,2.51
"18-05-2024 18:20:00",13516,20.38,0.49,0.83,2.60
"18-05-2024 18:30:00",13517,19.01,0.49,0.80,2.77
"18-05-2024 18:40:00",13518,18.36,0.50,0.82,2.78
"18-05-2024 18:50:00",13519,18.00,0.52,0.82,2.83
"18-05-2024 19:00:00",13520,18.78,0.51,0.82,2.80
"18-05-2024 19:10:00",13521,18.91,0.50,0.86,2.68
"18-05-2024 19:20:00",13522,19.56,0.50,0.84,2.45
"18-05-2024 19:30:00",13523,21.38,0.51,0.85,2.37
"18-05-2024 19:40:00",13524,23.31,0.52,0.82,2.46
"18-05-2024 19:50:00",13525,23.08,0.53,0.78,2.44
"18-05-2024 20:00:00",13526,24.72,0.51,0.76,2.29
"18-05-2024 20:10:00",13527,26.19,0.50,0.79,2.11
"18-05-2024 20:20:00",13528,27.94,0.50,0.76,2.14
"18-05-2024 20:30:00",13529,28.54,0.52,0.75,2.14
"18-05-2024 20:40:00",13530,25.76,0.53,0.78,1.94
"18-05-2024 20:50:00",13531,26.64,0.55,0.75,1.88
"18-05-2024 21:00:00",13532,25.82,0.56,0.77,2.02
"18-05-2024 21:10:00",13533,25.73,0.59,0.79,2.10
"18-05-2024 21:20:00",13534,27.45,0.60,0.75,2.09
"18-05-2024 21:30:00",13535,27.04,0.61,0.71,2.14
"18-05-2024 21:40:00",13536,26.24,0.60,0.69,2.02
"18-05-2024 21:50:00",13537,26.59,0.62,0.68,1.91
"18-05-2024 22:00:00",13538,27.32,0.60,0.65,1.87
"18-05-2024 22:10:00",13539,25.63,0.60,0.64,1.77
"18-05-2024 22:20:00",13540,27.89,0.61,0.64,1.67
"18-05-2024 22:30:00",13541,25.40,0.61,0.65,1.75
"18-05-2024 22:40:00",13542,27.10,0.63,0.62,1.58
"18-05-2024 22:50:00",13543,27.26,0.65,0.60,1.63
"18-05-2024 23:00:00",13544,28.80,0.63,0.60,1.64
"18-05-2024 23:10:00",13545,31.48,0.61,0.62,1.58
"18-05-2024 23:20:00",13546,31.41,0.61,0.65,1.62
"18-05-2024 23:30:00",13547,33.01,0.62,0.66,1.75
"18-05-2024 23:40:00",13548,30.58,0.61,0.65,1.91
"18-05-2024 23:50:00",13549,30.02,0.62,0.63,2.08
"19-05-2024 00:00:00",13550,27.57,0.63,0.63,1.89
"19-05-2024 00:10:00",13551,29.16,0.62,0.66,1.89
"19-05-2024 00:20:00",13552,28.65,0.63,0.68,1.92
"19-05-2024 00:30:00",13553,30.89,0.60,0.67,2.05
"19-05-2024 00:40:00",13554,30.69,0.58,0.66,2.09
"19-05-2024 00:50:00",13555,32.14,0.60,0.65,2.14
"19-05-2024 01:00:00",13556,31.24,0.59,0.67,2.31
"19-05-2024 01:10:00",13557,34.34,0.56,0.70,2.32
"19-05-2024 01:20:00",13558,36.88,0.54,0.67,2.44
"19-05-2024 01:30:00",13559,36.42,0.56,0.64,2.36
"19-05-2024 01:40:00",13560,33.45,0.55,0.67,2.39
"19-05-2024 01:50:00",13561,33.65,0.53,0.68,2.34
"19-05-2024 02:00:00",13562,31.52,0.55,0.70,2.45
"19-05-2024 02:10:00",13563,30.35,0.57,0.69,2.25
"19-05-2024 02:20:00",13564,27.39,0.56,0.71,2.43
"19-05-2024 02:30:00",13565,25.55,0.57,0.68,2.41
"19-05-2024 02:40:00",13566,26.38,0.57,0.67,2.33
"19-05-2024 02:50:00",13567,24.15,0.59,0.64,2.16
"19-05-2024 03:00:00",13568,25.95,0.57,0.61,2.30
"19-05-2024 03:10:00",13569,24.23,0.59,0.63,2.36
"19-05-2024 03:20:00",13570,23.90,0.58,0.64,2.45
"19-05-2024 03:30:00",13571,22.94,0.56,0.64,2.34
"19-05-2024 03:40:00",13572,21.47,0.55,0.64,2.33
"19-05-2024 03:50:00",13573,22.45,0.54,0.62,2.44
"19-05-2024 04:00:00",13574,20.54,0.54,0.63,2.60
"19-05-2024 04:10:00",13575,20.08,0.52,0.65,2.68
"19-05-2024 04:20:00",13576,19.76,0.54,0.66,2.93
"19-05-2024 04:30:00",13577,20.74,0.56,0.69,3.03
"19-05-2024 04:40:00",13578,20.54,0.54,0.66,3.24
"19-05-2024 04:50:00",13579,19.58,0.53,0.66,3.50
"19-05-2024 05:00:00",13580,19.77,0.53,0.67,3.25
"19-05-2024 05:10:00",13581,18.68,0.52,0.64,3.00
"19-05-2024 05:20:00",13582,20.48,0.51,0.62,2.85
"19-05-2024 05:30:00",13583,21.18,0.49,0.60,2.61
"19-05-2024 05:40:00",13584,23.27,0.51,0.59,2.79
"19-05-2024 05:50:00",13585,21.66,0.52,0.61,2.64
"19-05-2024 06:00:00",13586,21.93,0.50,0.61,2.54
"19-05-2024 06:10:00",13587,20.08,0.50,0.62,2.71
"19-05-2024 06:20:00",13588,21.45,0.52,0.63,2.61
"19-05-2024 06:30:00",13589,22.11,0.50,0.65,2.55
"19-05-2024 06:40:00",13590,22.55,0.50,0.64,2.39
"19-05-2024 06:50:00",13591,21.28,0.50,0.66,2.56
"19-05-2024 07:00:00",13592,22.76,0.52,0.64,2.38
"19-05-2024 07:10:00",13593,20.76,0.50,0.62,2.27
"19-05-2024 07:20:00",13594,20.45,0.51,0.61,2.18
"19-05-2024 07:30:00",13595,20.11,0.53,0.61,2.07
"19-05-2024 07:40:00",13596,20.75,0.54,0.59,2.23
"19-05-2024 07:50:00",13597,20.07,0.53,0.62,2.30
"19-05-2024 08:00:00",13598,19.47,0.54,0.62,2.22
"19-05-2024 08:10:00",13599,17.74,0.53,0.61,2.43
"19-05-2024 08:20:00",13600,16.94,0.51,0.61,2.57
"19-05-2024 08:30:00",13601,15.67,0.50,0.59,2.65
"19-05-2024 08:40:00",13602,14.79,0.51,0.62,2.42
"19-05-2024 08:50:00",13603,14.49,0.50,0.60,2.63
"19-05-2024 09:00:00",13604,13.73,0.48,0.62,2.38
"19-05-2024 09:10:00",13605,14.62,0.47,0.64,2.26
"19-05-2024 09:20:00",13606,14.92,0.45,0.63,2.21
"19-05-2024 09:30:00",13607,15.72,0.46,0.61,2.34
"19-05-2024 09:40:00",13608,15.30,0.45,0.61,2.35
"19-05-2024 09:50:00",13609,14.76,0.46,0.59,2.40
"19-05-2024 10:00:00",13610,15.61,0.46,0.60,2.34
"19-05-2024 10:10:00",13611,15.65,0.45,0.59,2.35
"19-05-2024 10:20:00",13612,15.17,0.44,0.62,2.43
"19-05-2024 10:30:00",13613,14.81,0.46,0.60,2.34
"19-05-2024 10:40:00",13614,13.42,0.48,0.60,2.18
"19-05-2024 10:50:00",13615,14.06,0.49,0.58,2.10
"19-05-2024 11:00:00",13616,13.74,0.49,0.59,2.10
"19-05-2024 11:10:00",13617,13.87,0.49,0.56,2.21
"19-05-2024 11:20:00",13618,14.07,0.47,0.55,2.31
"19-05-2024 11:30:00",13619,14.95,0.45,0.54,2.26
"19-05-2024 11:40:00",13620,14.69,0.43,0.52,2.34
"19-05-2024 11:50:00",13621,14.44,0.44,0.52,2.22
"19-05-2024 12:00:00",13622,13.73,0.43,0.51,2.16
"19-05-2024 12:10:00",13623,14.15,0.45,0.50,2.26
"19-05-2024 12:20:00",13624,12.97,0.44,0.48,2.28
"19-05-2024 12:30:00",13625,14.25,0.44,0.46,2.45
"19-05-2024 12:40:00",13626,15.42,0.45,0.44,2.49
"19-05-2024 12:50:00",13627,14.74,0.44,0.43,2.58
"19-05-2024 13:00:00",13628,13.69,0.43,0.45,2.39
"19-05-2024 13:10:00",13629,14.64,0.43,0.43,2.27
"19-05-2024 13:20:00",13630,15.79,0.45,0.43,2.28
"19-05-2024 13:30:00",13631,14.22,0.44,0.42,2.14
"19-05-2024 13:40:00",13632,14.31,0.42,0.41,1.96
"19-05-2024 13:50:00",13633,15.64,0.42,0.42,2.13
"19-05-2024 14:00:00",13634,16.14,0.40,0.42,2.21
"19-05-2024 14:10:00",13635,16.24,0.41,0.41,2.18
"19-05-2024 14:20:00",13636,16.50,0.43,0.42,2.26
"19-05-2024 14:30:00",13637,15.44,0.44,0.40,2.28
"19-05-2024 14:40:00",13638,14.37,0.43,0.41,2.19
"19-05-2024 14:50:00",13639,14.66,0.43,0.43,2.29
"19-05-2024 15:00:00",13640,15.46,0.44,0.44,2.22
"19-05-2024 15:10:00",13641,14.59,0.43,0.45,2.27
"19-05-2024 15:20:00",13642,15.33,0.45,0.44,2.45
"19-05-2024 15:30:00",13643,15.13,0.44,0.45,2.57
"19-05-2024 15:40:00",13644,14.52,0.43,0.45,2.41
"19-05-2024 15:50:00",13645,15.34,0.41,0.44,2.30
"19-05-2024 16:00:00",13646,15.60,0.43,0.43,2.16
"19-05-2024 16:10:00",13647,16.16,0.43,0.43,2.08
"19-05-2024 16:20:00",13648,15.60,0.45,0.42,2.22
"19-05-2024 16:30:00",13649,15.30,0.45,0.41,2.00
"19-05-2024 16:40:00",13650,15.17,0.46,0.42,2.16
"19-05-2024 16:50:00",13651,14.82,0.44,0.43,2.04
"19-05-2024 17:00:00",13652,15.52,0.46,0.44,2.03
"19-05-2024 17:10:00",13653,15.42,0.47,0.45,2.04
"19-05-2024 17:20:00",13654,14.72,0.48,0.43,1.97
"19-05-2024 17:30:00",13655,15.18,0.49,0.43,1.86
"19-05-2024 17:40:00",13656,15.45,0.51,0.45,1.91
"19-05-2024 17:50:00",13657,14.34,0.51,0.44,1.74
"19-05-2024 18:00:00",13658,13.51,0.50,0.44,1.60
"19-05-2024 18:10:00",13659,12.60,0.49,0.44,1.60
"19-05-2024 18:20:00",13660,13.35,0.47,0.44,1.65
"19-05-2024 18:30:00",13661,13.79,0.47,0.46,1.75
"19-05-2024 18:40:00",13662,14.37,0.46,0.46,1.65
"19-05-2024 18:50:00",13663,14.41,0.45,0.48,1.80
"19-05-2024 19:00:00",13664,14.67,0.44,0.50,1.74
"19-05-2024 19:10:00",13665,16.01,0.45,0.48,1.68
"19-05-2024 19:20:00",13666,17.41,0.47,0.48,1.80
"19-05-2024 19:30:00",13667,15.74,0.48,0.50,1.70
"19-05-2024 19:40:00",13668,17.13,0.47,0.52,1.56
"19-05-2024 19:50:00",13669,17.07,0.45,0.50,1.41
"19-05-2024 20:00:00",13670,15.95,0.44,0.52,1.47
"19-05-2024 20:10:00",13671,14.51,0.42,0.52,1.60
"19-05-2024 20:20:00",13672,15.64,0.42,0.49,1.60
"19-05-2024 20:30:00",13673,14.16,0.42,0.49,1.61
"19-05-2024 20:40:00",13674,14.91,0.44,0.48,1.59
"19-05-2024 20:50:00",13675,14.01,0.42,0.46,1.57
"19-05-2024 21:00:00",13676,14.77,0.42,0.44,1.45
"19-05-2024 21:10:00",13677,15.44,0.40,0.45,1.47
"19-05-2024 21:20:00",13678,14.13,0.38,0.44,1.51
"19-05-2024 21:30:00",13679,13.11,0.39,0.46,1.37
"19-05-2024 21:40:00",13680,13.27,0.40,0.47,1.24
